row_id,question,expected_decision,expected_sense,detected_intent,detected_term,detected_sense,decision,answer,audit_reason,confidence,facts_used,patterns_used,provider_items_used,is_correct,quality_flagged
gen-v1-011,The spring came after winter with flowers and thaw. What does spring mean?,answer,season,define_sense,spring,season,answer,"Spring is the season that follows winter. Common signs are thaw, flowers, warmer mornings and rain. In spring, flowers bloom and snow thaws.",,1.0000,ami-5a3679b75947|ami-aea00b499be7|ami-72b1a2137d9e|ami-22bb1e90eeac|ami-fd6b92729a74|ami-da0f258f8ac5|ami-cf0acf26ea51|ami-2ff12b0b6f57|ami-cce06cbd88e4,ami-13a1529d77a6|ami-ec5e7f0acfd7|ami-5004eaca1a9a|ami-21428672a4ac,ami-5a3679b75947|ami-aea00b499be7|ami-72b1a2137d9e|ami-22bb1e90eeac|ami-fd6b92729a74|ami-da0f258f8ac5|ami-cf0acf26ea51|ami-2ff12b0b6f57|ami-cce06cbd88e4|ami-13a1529d77a6|ami-ec5e7f0acfd7|ami-5004eaca1a9a|ami-21428672a4ac,yes,no
gen-v1-012,The spring inside the device compressed and snapped back. What does spring mean?,answer,coil,define_sense,spring,coil,answer,"A spring coil is a coiled metal device that stores and releases mechanical energy. Common clues are latches, handles, devices and coils. It can snap, compress and stretch, and it is often found inside devices.",,1.0000,ami-3014b29df683|ami-cd575dc9921f|ami-fde3e756add9|ami-82067649181d|ami-cd656adac2c4|ami-356e71ed2e41|ami-cb2d78d84ffc|ami-9cc4a2d80015|ami-a4a1df1df18d|ami-dfed1f32e139|ami-ebab525821bd|ami-be00ed5c46df,ami-d3cdec803e7a|ami-d9c9b2304a90|ami-13b72adb0a7c|ami-afe01f03327a|ami-9ecead12defb,ami-3014b29df683|ami-cd575dc9921f|ami-fde3e756add9|ami-82067649181d|ami-cd656adac2c4|ami-356e71ed2e41|ami-cb2d78d84ffc|ami-9cc4a2d80015|ami-a4a1df1df18d|ami-dfed1f32e139|ami-ebab525821bd|ami-be00ed5c46df|ami-8befde6bd846|ami-d3cdec803e7a|ami-d9c9b2304a90|ami-13b72adb0a7c|ami-afe01f03327a|ami-9ecead12defb,yes,no
gen-v1-013,Why does an account point to bank as a financial institution?,answer,financial_institution,explain_cue,bank,financial_institution,answer,"The cue 'account' supports bank as financial bank because it appears in contexts involving bank as financial bank. Related cues include money, loan and teller. Typical actions include deposit, withdraw and open an account.",,1.0000,ami-d1e84819f031|ami-79a61a7b936b|ami-5c9684b846dc|ami-0c57dfe88a7e|ami-184a3087162e|ami-14e460bbf39f|ami-c3a25a2302c1|ami-d541551f9ed0|ami-cac90e30d97f|ami-99f01707f49e,ami-46cd07ed4b87|ami-5903a9eef04e|ami-8c9883a632cc|ami-048978364943|ami-65f9cd1c6704,ami-d1e84819f031|ami-79a61a7b936b|ami-5c9684b846dc|ami-0c57dfe88a7e|ami-184a3087162e|ami-14e460bbf39f|ami-c3a25a2302c1|ami-d541551f9ed0|ami-cac90e30d97f|ami-99f01707f49e|ami-338695691a03|ami-7821d3d25b89|ami-eb92027c0666|ami-4044b22f35a1|ami-ec404e492560|ami-c439df29a993|ami-46cd07ed4b87|ami-5903a9eef04e|ami-8c9883a632cc|ami-048978364943|ami-65f9cd1c6704,yes,no
gen-v1-014,Why does current point to bank as a river edge?,answer,river_edge,explain_cue,bank,river_edge,answer,"The cue 'current' supports bank as river bank because it appears in contexts involving bank as river bank. Related cues include river, fisherman and water. Typical actions include fish, cast and erode.",,1.0000,ami-0cd43fd2771d|ami-d3728600c4ed|ami-9178c38da5f7|ami-de53324c4ec1|ami-d6a14106fa8b|ami-2797f548d47a|ami-728e998182a8|ami-10ecdcf2319f|ami-706c8c4a9922,ami-e51098c0350a|ami-d5eadc89c2b5|ami-05605d8f7ae5|ami-0d41d54db982|ami-1e741ba6669e,ami-0cd43fd2771d|ami-d3728600c4ed|ami-9178c38da5f7|ami-de53324c4ec1|ami-d6a14106fa8b|ami-2797f548d47a|ami-728e998182a8|ami-10ecdcf2319f|ami-706c8c4a9922|ami-1faf8f41a9cb|ami-00f07ec2ccd4|ami-b85c09a9c35f|ami-dd1ee2d2d7ae|ami-80ac7bdcc732|ami-e51098c0350a|ami-d5eadc89c2b5|ami-05605d8f7ae5|ami-0d41d54db982|ami-1e741ba6669e,yes,no
gen-v1-015,Why do wings point to bat as an animal?,answer,animal,explain_cue,bat,animal,answer,"The cue 'wings' supports bat as animal because it appears in contexts involving bat as animal. Related cues include cave, flew and flying. Typical actions include hunt, roost and hang.",,1.0000,ami-5b0b2604ca34|ami-3c97bb0a0457|ami-872e2d496eef|ami-bcbe206f380b|ami-dac767281bd9|ami-26356b99382b|ami-0b65c9913584|ami-020368d469cb|ami-d40eee9d6dd7,ami-d52cde633589|ami-9a946b1bf202|ami-5714dc0b4a21|ami-9369a5f5df8e|ami-dbc69f01e2a4,ami-5b0b2604ca34|ami-3c97bb0a0457|ami-872e2d496eef|ami-bcbe206f380b|ami-dac767281bd9|ami-26356b99382b|ami-0b65c9913584|ami-020368d469cb|ami-d40eee9d6dd7|ami-8f68fca91f53|ami-65a150730060|ami-bdaef47ee28e|ami-d8a32cd909e6|ami-8c615722b27e|ami-fa0a4fa527e8|ami-d52cde633589|ami-9a946b1bf202|ami-5714dc0b4a21|ami-9369a5f5df8e|ami-dbc69f01e2a4,yes,no
gen-v1-016,Why does batter point to bat as sports equipment?,answer,sports_equipment,explain_cue,bat,sports_equipment,answer,"The cue 'batter' supports bat as sports bat because it appears in contexts involving bat as sports bat. Related cues include baseball, player and hit. Typical actions include swing, hit and strike.",,1.0000,ami-d61536e03631|ami-ec8d9b6df409|ami-61bc6b6c493d|ami-7394ff753a7a|ami-83895dd6703c|ami-b28c91d74336|ami-24063c04309d|ami-f52c0b110d05|ami-c7d657e2c2ba|ami-9d0364c5d591,ami-b97970b26504|ami-c7188fe19c3d|ami-1aee0a75966a|ami-b1280e48e6b4|ami-40b1ca2ea30d,ami-d61536e03631|ami-ec8d9b6df409|ami-61bc6b6c493d|ami-7394ff753a7a|ami-83895dd6703c|ami-b28c91d74336|ami-24063c04309d|ami-f52c0b110d05|ami-c7d657e2c2ba|ami-9d0364c5d591|ami-aa716601fe52|ami-f181840d821b|ami-47836cf4119a|ami-2a600c945175|ami-717c4c03f616|ami-b97970b26504|ami-c7188fe19c3d|ami-1aee0a75966a|ami-b1280e48e6b4|ami-40b1ca2ea30d,yes,no
gen-v1-017,Compare a crane bird with a construction crane.,answer,bird,distinguish_senses,crane,bird,answer,"A crane bird is a large wading bird linked to necks, legs and reeds. A construction crane is a machine used to lift heavy loads, with clues like hooks, loads and cables.",,1.0000,ami-a2175058a1aa|ami-5d71d2a91a85|ami-3fb431a8a342|ami-ee9ba8489152|ami-da79214ebe9f|ami-b5263fdaaaef|ami-27ac5775e936|ami-140862d73e39|ami-160a8ca7c9fc|ami-071b69398beb|ami-a96d5471bf8a|ami-e220f6529fa5|ami-85db669be146|ami-6661336011a4|ami-03ba4186100a|ami-16d0c1744fa1|ami-fd00126fe924|ami-c93c76a0aea1|ami-1e10d02383e2|ami-371f669ca9a0|ami-55783e5d2b23|ami-785613391acc|ami-b8bc9523aaf8|ami-37ad56e2eeac|ami-e4dc98d65534|ami-a42522879344|ami-8ddd846b277d,ami-a4695848d6af|ami-41e5eed1bd02|ami-ea99b9178948|ami-4be246c07fe8|ami-fea8d09755a3|ami-cc16433fdb5e|ami-fcbbbc1ac3b6|ami-3c589cefd7d5|ami-07405bbca362|ami-27dd826c7655,ami-a2175058a1aa|ami-5d71d2a91a85|ami-3fb431a8a342|ami-ee9ba8489152|ami-da79214ebe9f|ami-b5263fdaaaef|ami-27ac5775e936|ami-140862d73e39|ami-160a8ca7c9fc|ami-071b69398beb|ami-a96d5471bf8a|ami-e220f6529fa5|ami-85db669be146|ami-6661336011a4|ami-ec77e1ef8022|ami-a4695848d6af|ami-41e5eed1bd02|ami-ea99b9178948|ami-4be246c07fe8|ami-fea8d09755a3|ami-03ba4186100a|ami-16d0c1744fa1|ami-fd00126fe924|ami-c93c76a0aea1|ami-1e10d02383e2|ami-371f669ca9a0|ami-55783e5d2b23|ami-785613391acc|ami-b8bc9523aaf8|ami-37ad56e2eeac|ami-e4dc98d65534|ami-a42522879344|ami-8ddd846b277d|ami-cc16433fdb5e|ami-fcbbbc1ac3b6|ami-3c589cefd7d5|ami-07405bbca362|ami-27dd826c7655,yes,no
gen-v1-018,Compare rock music with a rock stone.,answer,music,distinguish_senses,rock,music,answer,"Rock music is a music genre linked to bands, concerts and crowds. A rock is a solid mineral object found near cliffs, boulders and trails.",,1.0000,ami-6be456b798d8|ami-0a60f807af51|ami-6fc71ac2205f|ami-850cdfbd8626|ami-e21a72a414eb|ami-6b0d630b118b|ami-ff03dbae592a|ami-d68a2ec06bb6|ami-e8e49a29b98a|ami-f08adc7e92d4|ami-009412d045ea|ami-5e67434596cd|ami-ad0126bd1d99|ami-4962e4764e87|ami-b1e1c44dd5e3|ami-43cab51ad5d7|ami-4a88bda52c66|ami-7bfad8c66622|ami-b200065f027b|ami-d55fa610393b|ami-cc310c21e185|ami-d89a03ca4bdf,ami-624d49f5bdba|ami-d6a5a198a2d6|ami-ccd22bed9ad5|ami-e18241d02fc9|ami-23cee73e6adf|ami-59aaac28b4a8|ami-1ac32bdba1b7|ami-0ef741ab9b50|ami-e8f26d1926ee,ami-6be456b798d8|ami-0a60f807af51|ami-6fc71ac2205f|ami-850cdfbd8626|ami-e21a72a414eb|ami-6b0d630b118b|ami-ff03dbae592a|ami-d68a2ec06bb6|ami-e8e49a29b98a|ami-f08adc7e92d4|ami-009412d045ea|ami-624d49f5bdba|ami-d6a5a198a2d6|ami-ccd22bed9ad5|ami-e18241d02fc9|ami-23cee73e6adf|ami-5e67434596cd|ami-ad0126bd1d99|ami-4962e4764e87|ami-b1e1c44dd5e3|ami-43cab51ad5d7|ami-4a88bda52c66|ami-7bfad8c66622|ami-b200065f027b|ami-d55fa610393b|ami-cc310c21e185|ami-d89a03ca4bdf|ami-59aaac28b4a8|ami-1ac32bdba1b7|ami-0ef741ab9b50|ami-e8f26d1926ee,yes,no
gen-v1-019,Compare spring as a season and spring as a coil.,answer,season,distinguish_senses,spring,season,answer,"Spring is the season after winter, marked by thaw, flowers and warmer mornings. A spring coil is a coiled metal device that stores and releases mechanical energy, and can snap, compress or stretch.",,1.0000,ami-5a3679b75947|ami-aea00b499be7|ami-72b1a2137d9e|ami-22bb1e90eeac|ami-fd6b92729a74|ami-da0f258f8ac5|ami-cf0acf26ea51|ami-2ff12b0b6f57|ami-cce06cbd88e4|ami-3014b29df683|ami-cd575dc9921f|ami-fde3e756add9|ami-82067649181d|ami-cd656adac2c4|ami-356e71ed2e41|ami-cb2d78d84ffc|ami-9cc4a2d80015|ami-a4a1df1df18d|ami-dfed1f32e139|ami-ebab525821bd|ami-be00ed5c46df,ami-13a1529d77a6|ami-ec5e7f0acfd7|ami-5004eaca1a9a|ami-21428672a4ac|ami-d3cdec803e7a|ami-d9c9b2304a90|ami-13b72adb0a7c|ami-afe01f03327a|ami-9ecead12defb,ami-5a3679b75947|ami-aea00b499be7|ami-72b1a2137d9e|ami-22bb1e90eeac|ami-fd6b92729a74|ami-da0f258f8ac5|ami-cf0acf26ea51|ami-2ff12b0b6f57|ami-cce06cbd88e4|ami-13a1529d77a6|ami-ec5e7f0acfd7|ami-5004eaca1a9a|ami-21428672a4ac|ami-3014b29df683|ami-cd575dc9921f|ami-fde3e756add9|ami-82067649181d|ami-cd656adac2c4|ami-356e71ed2e41|ami-cb2d78d84ffc|ami-9cc4a2d80015|ami-a4a1df1df18d|ami-dfed1f32e139|ami-ebab525821bd|ami-be00ed5c46df|ami-8befde6bd846|ami-d3cdec803e7a|ami-d9c9b2304a90|ami-13b72adb0a7c|ami-afe01f03327a|ami-9ecead12defb,yes,no
gen-v1-020,What does seal mean?,audit,,unknown_or_ambiguous,seal,,audit,"""Seal"" is ambiguous: it can mean a marine animal or a wax/document seal. I need context to choose the right meaning.",underconstrained_question,0.0000,,,,yes,no
gen-v1-021,What does crane mean?,audit,,unknown_or_ambiguous,crane,,audit,"""Crane"" is ambiguous: it can mean a bird or a construction machine. I need context to choose the right meaning.",underconstrained_question,0.0000,,,,yes,no
gen-v1-022,What does spring mean?,audit,,unknown_or_ambiguous,spring,,audit,"""Spring"" is ambiguous: it can mean the season after winter or a mechanical coil. I need context to choose the right meaning.",underconstrained_question,0.0000,,,,yes,no
gen-v1-023,The bat flew near the pitcher. What does bat mean?,audit,,classify_context,bat,,audit,I cannot answer safely because the margin between senses is below the required threshold.,margin_below_threshold,0.3333,,,,yes,no
gen-v1-024,The crane wing lifted the load. What does crane mean?,audit,,classify_context,crane,,audit,I cannot answer safely because the context contains conflicting sense cues.,conflict_detected,0.5000,,,,yes,no
