row_id,question,expected_decision,expected_intent,detected_intent,detected_subject,decision,answer,audit_reason,confidence,overlay_items_used,source_facts_used,weak_context_links_used,is_correct,quality_flagged,quality_reason
eqa-exp-v1-024,What is Elon Musk known for?,answer,relation_lookup,relation_lookup,Elon Musk,answer,Elon Musk is known for Tesla and SpaceX.,,0.9,overlay_relation:known_for:Tesla;overlay_relation:known_for:SpaceX,,,True,False,
eqa-exp-v1-025,What companies is Elon Musk known for?,answer,relation_lookup,relation_lookup,Elon Musk,answer,Elon Musk is known for Tesla and SpaceX.,,0.9,overlay_relation:known_for:Tesla;overlay_relation:known_for:SpaceX,,,True,False,
eqa-exp-v1-026,What is SpaceX known for?,answer,relation_lookup,relation_lookup,SpaceX,answer,SpaceX develops rockets and spacecraft. SpaceX produces Falcon rockets and Dragon spacecraft.,,0.9,overlay_relation:develops:rockets;overlay_relation:develops:spacecraft;overlay_relation:produces:Falcon rockets;overlay_relation:produces:Dragon spacecraft,,,True,False,
eqa-exp-v1-027,What companies is Elon Musk linked to by leadership?,answer,relation_lookup,relation_lookup,Elon Musk,answer,Elon Musk is linked to Tesla and SpaceX through leadership.,,0.9,overlay_relation:leader_of:Tesla;overlay_relation:leader_of:SpaceX,,,True,False,
eqa-exp-v1-028,Which organizations is Elon Musk linked to through leadership?,answer,relation_lookup,relation_lookup,Elon Musk,answer,Elon Musk is linked to Tesla and SpaceX through leadership.,,0.9,overlay_relation:leader_of:Tesla;overlay_relation:leader_of:SpaceX,,,True,False,
eqa-exp-v1-029,How is Elon Musk connected to Tesla?,answer,relation_lookup,relation_lookup,Elon Musk,answer,Elon Musk is linked to Tesla through leadership. Elon Musk is known for Tesla.,,0.9,overlay_relation:leader_of:Tesla;overlay_relation:known_for:Tesla,,,True,False,
eqa-exp-v1-030,How is Elon Musk related to Tesla?,answer,relation_lookup,relation_lookup,Elon Musk,answer,Elon Musk is linked to Tesla through leadership. Elon Musk is known for Tesla.,,0.9,overlay_relation:leader_of:Tesla;overlay_relation:known_for:Tesla,,,True,False,
eqa-exp-v1-031,How is Elon Musk connected to SpaceX?,answer,relation_lookup,relation_lookup,Elon Musk,answer,Elon Musk is linked to SpaceX through leadership. Elon Musk is known for SpaceX. Elon Musk founded SpaceX.,,0.9,overlay_relation:leader_of:SpaceX;overlay_relation:known_for:SpaceX;overlay_relation:founded:SpaceX,,,True,False,
eqa-exp-v1-032,How is Elon Musk linked to SpaceX?,answer,relation_lookup,relation_lookup,Elon Musk,answer,Elon Musk is linked to SpaceX through leadership. Elon Musk is known for SpaceX. Elon Musk founded SpaceX.,,0.9,overlay_relation:leader_of:SpaceX;overlay_relation:known_for:SpaceX;overlay_relation:founded:SpaceX,,,True,False,
eqa-exp-v1-033,What does Tesla produce?,answer,relation_lookup,relation_lookup,Tesla,answer,"Tesla produces electric cars, battery energy storage, Electric cars, and Battery storage.",,0.9,overlay_relation:produces:electric cars;overlay_relation:produces:battery energy storage;overlay_relation:produces:Electric cars;overlay_relation:produces:Battery storage,,,True,False,
eqa-exp-v1-034,What products does Tesla make?,answer,relation_lookup,relation_lookup,Tesla,answer,"Tesla produces electric cars, battery energy storage, Electric cars, and Battery storage.",,0.9,overlay_relation:produces:electric cars;overlay_relation:produces:battery energy storage;overlay_relation:produces:Electric cars;overlay_relation:produces:Battery storage,,,True,False,
eqa-exp-v1-035,What does Tesla manufacture?,answer,relation_lookup,relation_lookup,Tesla,answer,"Tesla produces electric cars, battery energy storage, Electric cars, and Battery storage.",,0.9,overlay_relation:produces:electric cars;overlay_relation:produces:battery energy storage;overlay_relation:produces:Electric cars;overlay_relation:produces:Battery storage,,,True,False,
eqa-exp-v1-036,What does SpaceX develop?,answer,relation_lookup,relation_lookup,SpaceX,answer,SpaceX develops rockets and spacecraft.,,0.9,overlay_relation:develops:rockets;overlay_relation:develops:spacecraft,,,True,False,
eqa-exp-v1-037,What does SpaceX produce?,answer,relation_lookup,relation_lookup,SpaceX,answer,SpaceX produces Falcon rockets and Dragon spacecraft.,,0.9,overlay_relation:produces:Falcon rockets;overlay_relation:produces:Dragon spacecraft,,,True,False,
eqa-exp-v1-038,What products does SpaceX make?,answer,relation_lookup,relation_lookup,SpaceX,answer,SpaceX produces Falcon rockets and Dragon spacecraft.,,0.9,overlay_relation:produces:Falcon rockets;overlay_relation:produces:Dragon spacecraft,,,True,False,
eqa-exp-v1-039,What does SpaceX manufacture?,answer,relation_lookup,relation_lookup,SpaceX,answer,SpaceX produces Falcon rockets and Dragon spacecraft.,,0.9,overlay_relation:produces:Falcon rockets;overlay_relation:produces:Dragon spacecraft,,,True,False,
eqa-exp-v1-040,Who founded SpaceX?,answer,relation_lookup,relation_lookup,SpaceX,answer,SpaceX was founded by Elon Musk.,,0.9,overlay_relation:founded:SpaceX,,,True,False,
eqa-exp-v1-041,Who is the founder of SpaceX?,answer,relation_lookup,relation_lookup,SpaceX,answer,SpaceX was founded by Elon Musk.,,0.9,overlay_relation:founded:SpaceX,,,True,False,
eqa-exp-v1-042,Who were SpaceX's founders?,answer,relation_lookup,relation_lookup,SpaceX,answer,SpaceX was founded by Elon Musk.,,0.9,overlay_relation:founded:SpaceX,,,True,False,
eqa-exp-v1-043,Who founded Tesla?,answer,relation_lookup,relation_lookup,Tesla,answer,Tesla was founded by Martin Eberhard and Marc Tarpenning.,,0.9,overlay_relation:founded:Tesla;overlay_relation:founded:Tesla,,,True,False,
eqa-exp-v1-044,Who is the founder of Tesla?,answer,relation_lookup,relation_lookup,Tesla,answer,Tesla was founded by Martin Eberhard and Marc Tarpenning.,,0.9,overlay_relation:founded:Tesla;overlay_relation:founded:Tesla,,,True,False,
eqa-exp-v1-045,Who were Tesla's founders?,answer,relation_lookup,relation_lookup,Tesla,answer,Tesla was founded by Martin Eberhard and Marc Tarpenning.,,0.9,overlay_relation:founded:Tesla;overlay_relation:founded:Tesla,,,True,False,
eqa-exp-v1-046,What does Forbes publish?,answer,relation_lookup,relation_lookup,Forbes,answer,Forbes publishes business rankings and financial lists.,,0.9,overlay_relation:publishes:business rankings;overlay_relation:publishes:financial lists,,,True,False,
eqa-exp-v1-047,What does Bloomberg News publish?,answer,relation_lookup,relation_lookup,Bloomberg News,answer,Bloomberg News publishes financial market coverage and wealth indexes.,,0.9,overlay_relation:publishes:financial market coverage;overlay_relation:publishes:wealth indexes,,,True,False,
eqa-exp-v1-048,Why is Forbes linked to Elon Musk?,answer,link_explanation,link_explanation,Elon Musk,answer,Forbes is linked from the Elon Musk page as a weak contextual mention. It is not treated as a stable factual relation by this overlay.,,0.85,,,context_link:Elon Musk->Forbes,True,False,
eqa-exp-v1-049,Why does Forbes appear on the Elon Musk page?,answer,link_explanation,link_explanation,Elon Musk,answer,Forbes is linked from the Elon Musk page as a weak contextual mention. It is not treated as a stable factual relation by this overlay.,,0.85,,,context_link:Elon Musk->Forbes,True,False,
eqa-exp-v1-050,Is Forbes a stable factual relation for Elon Musk?,answer,link_explanation,link_explanation,Elon Musk,answer,Forbes is linked from the Elon Musk page as a weak contextual mention. It is not treated as a stable factual relation by this overlay.,,0.85,,,context_link:Elon Musk->Forbes,True,False,
eqa-exp-v1-051,Why is leadership linked to Elon Musk?,answer,link_explanation,link_explanation,Elon Musk,answer,leadership is linked from the Elon Musk page as a weak contextual mention. It is not treated as a stable factual relation by this overlay.,,0.85,,,context_link:Elon Musk->Leadership,True,False,
eqa-exp-v1-052,Why is net worth linked to Elon Musk?,answer,link_explanation,link_explanation,Elon Musk,answer,net worth is linked from the Elon Musk page as a weak contextual mention. It is not treated as a stable factual relation by this overlay.,,0.85,,,context_link:Elon Musk->Net worth,True,False,
eqa-exp-v1-053,Why is SpaceX linked to Elon Musk?,answer,link_explanation,link_explanation,Elon Musk,answer,SpaceX is linked from the Elon Musk page as a weak contextual mention. It is not treated as a stable factual relation by this overlay.,,0.85,,,context_link:Elon Musk->SpaceX,True,False,
eqa-exp-v1-054,Why is Tesla linked to Elon Musk?,answer,link_explanation,link_explanation,Elon Musk,answer,Tesla is linked from the Elon Musk page as a weak contextual mention. It is not treated as a stable factual relation by this overlay.,,0.85,,,"context_link:Elon Musk->Tesla, Inc.",True,False,
eqa-exp-v1-055,Why is businessman linked to Elon Musk?,answer,link_explanation,link_explanation,Elon Musk,answer,businessman is linked from the Elon Musk page as a weak contextual mention. It is not treated as a stable factual relation by this overlay.,,0.85,,,context_link:Elon Musk->Businessperson,True,False,
eqa-exp-v1-056,Why are rockets linked to SpaceX?,answer,link_explanation,link_explanation,SpaceX,answer,rockets is linked from the SpaceX page as a weak contextual mention. It is not treated as a stable factual relation by this overlay.,,0.85,,,context_link:SpaceX->Rocket,True,False,
eqa-exp-v1-057,Why is Rocket linked to SpaceX?,answer,link_explanation,link_explanation,SpaceX,answer,Rocket is linked from the SpaceX page as a weak contextual mention. It is not treated as a stable factual relation by this overlay.,,0.85,,,context_link:SpaceX->Rocket,True,False,
eqa-exp-v1-058,Why are spacecraft linked to SpaceX?,answer,link_explanation,link_explanation,SpaceX,answer,spacecraft is linked from the SpaceX page as a weak contextual mention. It is not treated as a stable factual relation by this overlay.,,0.85,,,context_link:SpaceX->Spacecraft,True,False,
eqa-exp-v1-059,Why are electric vehicles linked to Tesla?,answer,link_explanation,link_explanation,Tesla,answer,electric vehicles is linked from the Tesla page as a weak contextual mention. It is not treated as a stable factual relation by this overlay.,,0.85,,,context_link:Tesla->Electric vehicle,True,False,
eqa-exp-v1-060,Why is Electric vehicle linked to Tesla?,answer,link_explanation,link_explanation,Tesla,answer,Electric vehicle is linked from the Tesla page as a weak contextual mention. It is not treated as a stable factual relation by this overlay.,,0.85,,,context_link:Tesla->Electric vehicle,True,False,
eqa-exp-v1-061,Why is clean energy linked to Tesla?,answer,link_explanation,link_explanation,Tesla,answer,clean energy is linked from the Tesla page as a weak contextual mention. It is not treated as a stable factual relation by this overlay.,,0.85,,,context_link:Tesla->Clean energy,True,False,
eqa-exp-v1-062,Why is rankings linked to Forbes?,answer,link_explanation,link_explanation,Forbes,answer,rankings is linked from the Forbes page as a weak contextual mention. It is not treated as a stable factual relation by this overlay.,,0.85,,,context_link:Forbes->Ranking,True,False,
eqa-exp-v1-063,Is a wiki link treated as a fact?,answer,link_explanation,link_explanation,,answer,"No. In this overlay, a wiki link is stored as a weak context link (weak_context_only trust) and is not treated as a stable factual relation. A weak link does not establish that a claim is true.",,0.95,,,,True,False,
eqa-exp-v1-064,Does the overlay treat weak context links as facts?,answer,link_explanation,link_explanation,,answer,"No. In this overlay, a wiki link is stored as a weak context link (weak_context_only trust) and is not treated as a stable factual relation. A weak link does not establish that a claim is true.",,0.95,,,,True,False,
eqa-exp-v1-065,Are weak context links treated as facts?,answer,link_explanation,link_explanation,,answer,"No. In this overlay, a wiki link is stored as a weak context link (weak_context_only trust) and is not treated as a stable factual relation. A weak link does not establish that a claim is true.",,0.95,,,,True,False,
eqa-exp-v1-066,Is a weak link a fact?,answer,link_explanation,link_explanation,,answer,"No. In this overlay, a wiki link is stored as a weak context link (weak_context_only trust) and is not treated as a stable factual relation. A weak link does not establish that a claim is true.",,0.95,,,,True,False,
eqa-exp-v1-067,Does a weak link mean the claim is true?,answer,link_explanation,link_explanation,,answer,"No. In this overlay, a wiki link is stored as a weak context link (weak_context_only trust) and is not treated as a stable factual relation. A weak link does not establish that a claim is true.",,0.95,,,,True,False,
eqa-exp-v1-068,What does Forbes estimate about Elon Musk?,answer,source_fact_lookup,source_fact_lookup,Elon Musk,answer,"According to Forbes as of 2026-06, Elon Musk's estimated net worth is US$1.1 trillion. This is a volatile source-qualified estimate and should be rechecked.",,0.9,,source_fact:Elon Musk:estimated_net_worth:Forbes,,True,False,
eqa-exp-v1-069,What is Musk's source-qualified net worth estimate?,answer,source_fact_lookup,source_fact_lookup,Musk,answer,"According to Forbes as of 2026-06, Elon Musk's estimated net worth is US$1.1 trillion. This is a volatile source-qualified estimate and should be rechecked.",,0.9,,source_fact:Elon Musk:estimated_net_worth:Forbes,,True,False,
eqa-exp-v1-070,What is Elon Musk's net worth estimate?,answer,source_fact_lookup,source_fact_lookup,Elon Musk,answer,"According to Forbes as of 2026-06, Elon Musk's estimated net worth is US$1.1 trillion. This is a volatile source-qualified estimate and should be rechecked.",,0.9,,source_fact:Elon Musk:estimated_net_worth:Forbes,,True,False,
eqa-exp-v1-071,"According to Forbes, what is Musk's estimated net worth?",answer,source_fact_lookup,source_fact_lookup,Musk,answer,"According to Forbes as of 2026-06, Elon Musk's estimated net worth is US$1.1 trillion. This is a volatile source-qualified estimate and should be rechecked.",,0.9,,source_fact:Elon Musk:estimated_net_worth:Forbes,,True,False,
eqa-exp-v1-072,"According to Forbes, what is Elon Musk's estimated net worth?",answer,source_fact_lookup,source_fact_lookup,Elon Musk,answer,"According to Forbes as of 2026-06, Elon Musk's estimated net worth is US$1.1 trillion. This is a volatile source-qualified estimate and should be rechecked.",,0.9,,source_fact:Elon Musk:estimated_net_worth:Forbes,,True,False,
eqa-exp-v1-073,Is Elon Musk's net worth a stable fact?,answer,source_fact_lookup,source_fact_lookup,Elon Musk,answer,"No, Elon Musk's net worth is not a stable fact. It is classified as volatile and source-qualified (source: Forbes, as of 2026-06). It requires rechecking.",,0.9,,source_fact:Elon Musk:estimated_net_worth:Forbes,,True,False,
eqa-exp-v1-074,Is Musk's net worth volatile?,answer,source_fact_lookup,source_fact_lookup,Musk,answer,"No, Musk's net worth is not a stable fact. It is classified as volatile and source-qualified (source: Forbes, as of 2026-06). It requires rechecking.",,0.9,,source_fact:Elon Musk:estimated_net_worth:Forbes,,True,False,
eqa-exp-v1-075,Is Elon Musk's net worth volatile?,answer,source_fact_lookup,source_fact_lookup,Elon Musk,answer,"No, Elon Musk's net worth is not a stable fact. It is classified as volatile and source-qualified (source: Forbes, as of 2026-06). It requires rechecking.",,0.9,,source_fact:Elon Musk:estimated_net_worth:Forbes,,True,False,
eqa-exp-v1-076,Why should Musk's net worth be rechecked?,answer,source_fact_lookup,source_fact_lookup,Musk,answer,Musk's net worth should be rechecked because it is a time-sensitive estimate from Forbes (as of 2026-06). Wealth figures change frequently and are source-dependent.,,0.9,,source_fact:Elon Musk:estimated_net_worth:Forbes,,True,False,
eqa-exp-v1-077,Why should Elon Musk's net worth be rechecked?,answer,source_fact_lookup,source_fact_lookup,Elon Musk,answer,Elon Musk's net worth should be rechecked because it is a time-sensitive estimate from Forbes (as of 2026-06). Wealth figures change frequently and are source-dependent.,,0.9,,source_fact:Elon Musk:estimated_net_worth:Forbes,,True,False,
eqa-exp-v1-078,Does the overlay require rechecking Musk's net worth?,answer,source_fact_lookup,source_fact_lookup,Musk,answer,Musk's net worth should be rechecked because it is a time-sensitive estimate from Forbes (as of 2026-06). Wealth figures change frequently and are source-dependent.,,0.9,,source_fact:Elon Musk:estimated_net_worth:Forbes,,True,False,
eqa-exp-v1-079,Does the overlay require rechecking Elon Musk's net worth?,answer,source_fact_lookup,source_fact_lookup,Elon Musk,answer,Elon Musk's net worth should be rechecked because it is a time-sensitive estimate from Forbes (as of 2026-06). Wealth figures change frequently and are source-dependent.,,0.9,,source_fact:Elon Musk:estimated_net_worth:Forbes,,True,False,
eqa-exp-v1-080,What is Elon Musk's favorite food?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,This question asks for personal or unsupported information not present in the wiki overlay.,0.0,,,,True,False,
eqa-exp-v1-081,Who is the current CEO of Tesla?,audit,unknown_or_unsupported,unknown_or_unsupported,Tesla,audit,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,This question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,0.0,,,,True,False,
eqa-exp-v1-082,Who is the current CEO of SpaceX?,audit,unknown_or_unsupported,unknown_or_unsupported,SpaceX,audit,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,This question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,0.0,,,,True,False,
eqa-exp-v1-083,What is Tesla's current stock price?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,This question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,0.0,,,,True,False,
eqa-exp-v1-084,What is SpaceX's current valuation?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,This question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,0.0,,,,True,False,
eqa-exp-v1-085,What is the current market cap of Tesla?,audit,unknown_or_unsupported,unknown_or_unsupported,Tesla,audit,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,This question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,0.0,,,,True,False,
eqa-exp-v1-086,What is the current price of Tesla stock?,audit,unknown_or_unsupported,unknown_or_unsupported,Tesla stock,audit,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,This question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,0.0,,,,True,False,
eqa-exp-v1-087,How much is Tesla stock today?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,This question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,0.0,,,,True,False,
eqa-exp-v1-088,What is SpaceX worth right now?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,This question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,0.0,,,,True,False,
eqa-exp-v1-089,What is SpaceX's valuation right now?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,This question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,0.0,,,,True,False,
eqa-exp-v1-090,What is Musk doing today?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,This question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,0.0,,,,True,False,
eqa-exp-v1-091,What is Elon Musk doing today?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,This question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,0.0,,,,True,False,
eqa-exp-v1-092,What is Elon Musk's phone number?,audit,unknown_or_unsupported,unknown_or_unsupported,,audit,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,This question asks for personal or unsupported information not present in the wiki overlay.,0.0,,,,True,False,
