row_id,question,expected_decision,expected_sense,detected_intent,detected_term,detected_sense,decision,answer,audit_reason,confidence,facts_used,patterns_used,provider_items_used,is_correct,quality_flagged
qa-v1-011,What is the spring season?,answer,season,define_sense,spring,season,answer,"Spring is the season that follows winter. It is associated with thaw, flower, morning and rain. Typical actions include bloom and thaw.",,1.0000,ami-5a3679b75947|ami-aea00b499be7|ami-72b1a2137d9e|ami-22bb1e90eeac|ami-fd6b92729a74|ami-da0f258f8ac5|ami-cf0acf26ea51|ami-2ff12b0b6f57|ami-cce06cbd88e4,ami-13a1529d77a6|ami-ec5e7f0acfd7|ami-5004eaca1a9a|ami-21428672a4ac,ami-5a3679b75947|ami-aea00b499be7|ami-72b1a2137d9e|ami-22bb1e90eeac|ami-fd6b92729a74|ami-da0f258f8ac5|ami-cf0acf26ea51|ami-2ff12b0b6f57|ami-cce06cbd88e4|ami-13a1529d77a6|ami-ec5e7f0acfd7|ami-5004eaca1a9a|ami-21428672a4ac,yes,no
qa-v1-012,What is a spring coil?,answer,coil,define_sense,spring,coil,answer,"A spring coil is a coiled metal device that stores and releases mechanical energy. It is associated with latch, handle, device and coil. Typical actions include snap, compress and stretch. It is commonly found inside devices.",,1.0000,ami-3014b29df683|ami-cd575dc9921f|ami-fde3e756add9|ami-82067649181d|ami-cd656adac2c4|ami-356e71ed2e41|ami-cb2d78d84ffc|ami-9cc4a2d80015|ami-a4a1df1df18d|ami-dfed1f32e139|ami-ebab525821bd|ami-be00ed5c46df,ami-d3cdec803e7a|ami-d9c9b2304a90|ami-13b72adb0a7c|ami-afe01f03327a|ami-9ecead12defb,ami-3014b29df683|ami-cd575dc9921f|ami-fde3e756add9|ami-82067649181d|ami-cd656adac2c4|ami-356e71ed2e41|ami-cb2d78d84ffc|ami-9cc4a2d80015|ami-a4a1df1df18d|ami-dfed1f32e139|ami-ebab525821bd|ami-be00ed5c46df|ami-8befde6bd846|ami-d3cdec803e7a|ami-d9c9b2304a90|ami-13b72adb0a7c|ami-afe01f03327a|ami-9ecead12defb,yes,no
qa-v1-013,Why does 'teller' suggest bank as a financial institution?,answer,financial_institution,explain_cue,bank,financial_institution,answer,"The cue 'teller' supports bank as financial bank because it appears in contexts involving bank as financial bank. Related cues include money, loan and account. Typical actions include deposit, withdraw and open an account.",,1.0000,ami-d1e84819f031|ami-79a61a7b936b|ami-5c9684b846dc|ami-0c57dfe88a7e|ami-184a3087162e|ami-14e460bbf39f|ami-c3a25a2302c1|ami-d541551f9ed0|ami-cac90e30d97f|ami-99f01707f49e,ami-46cd07ed4b87|ami-5903a9eef04e|ami-8c9883a632cc|ami-048978364943|ami-65f9cd1c6704,ami-d1e84819f031|ami-79a61a7b936b|ami-5c9684b846dc|ami-0c57dfe88a7e|ami-184a3087162e|ami-14e460bbf39f|ami-c3a25a2302c1|ami-d541551f9ed0|ami-cac90e30d97f|ami-99f01707f49e|ami-338695691a03|ami-7821d3d25b89|ami-eb92027c0666|ami-4044b22f35a1|ami-ec404e492560|ami-c439df29a993|ami-46cd07ed4b87|ami-5903a9eef04e|ami-8c9883a632cc|ami-048978364943|ami-65f9cd1c6704,yes,no
qa-v1-014,Why does 'current' suggest bank as a river edge?,answer,river_edge,explain_cue,bank,river_edge,answer,"The cue 'current' supports bank as river bank because it appears in contexts involving bank as river bank. Related cues include river, fisherman and water. Typical actions include fish, cast and erode.",,1.0000,ami-0cd43fd2771d|ami-d3728600c4ed|ami-9178c38da5f7|ami-de53324c4ec1|ami-d6a14106fa8b|ami-2797f548d47a|ami-728e998182a8|ami-10ecdcf2319f|ami-706c8c4a9922,ami-e51098c0350a|ami-d5eadc89c2b5|ami-05605d8f7ae5|ami-0d41d54db982|ami-1e741ba6669e,ami-0cd43fd2771d|ami-d3728600c4ed|ami-9178c38da5f7|ami-de53324c4ec1|ami-d6a14106fa8b|ami-2797f548d47a|ami-728e998182a8|ami-10ecdcf2319f|ami-706c8c4a9922|ami-1faf8f41a9cb|ami-00f07ec2ccd4|ami-b85c09a9c35f|ami-dd1ee2d2d7ae|ami-80ac7bdcc732|ami-e51098c0350a|ami-d5eadc89c2b5|ami-05605d8f7ae5|ami-0d41d54db982|ami-1e741ba6669e,yes,no
qa-v1-015,Why does 'cave' suggest bat as an animal?,answer,animal,explain_cue,bat,animal,answer,"The cue 'cave' supports bat as animal because it appears in contexts involving bat as animal. Related cues include flew, flying and wings. Typical actions include hunt, roost and hang.",,1.0000,ami-5b0b2604ca34|ami-3c97bb0a0457|ami-872e2d496eef|ami-bcbe206f380b|ami-dac767281bd9|ami-26356b99382b|ami-0b65c9913584|ami-020368d469cb|ami-d40eee9d6dd7,ami-d52cde633589|ami-9a946b1bf202|ami-5714dc0b4a21|ami-9369a5f5df8e|ami-dbc69f01e2a4,ami-5b0b2604ca34|ami-3c97bb0a0457|ami-872e2d496eef|ami-bcbe206f380b|ami-dac767281bd9|ami-26356b99382b|ami-0b65c9913584|ami-020368d469cb|ami-d40eee9d6dd7|ami-8f68fca91f53|ami-65a150730060|ami-bdaef47ee28e|ami-d8a32cd909e6|ami-8c615722b27e|ami-fa0a4fa527e8|ami-d52cde633589|ami-9a946b1bf202|ami-5714dc0b4a21|ami-9369a5f5df8e|ami-dbc69f01e2a4,yes,no
qa-v1-016,Why does 'pitcher' suggest bat as sports equipment?,answer,sports_equipment,explain_cue,bat,sports_equipment,answer,"The cue 'pitcher' supports bat as sports bat because it appears in contexts involving bat as sports bat. Related cues include baseball, player and hit. Typical actions include swing, hit and strike.",,1.0000,ami-d61536e03631|ami-ec8d9b6df409|ami-61bc6b6c493d|ami-7394ff753a7a|ami-83895dd6703c|ami-b28c91d74336|ami-24063c04309d|ami-f52c0b110d05|ami-c7d657e2c2ba|ami-9d0364c5d591,ami-b97970b26504|ami-c7188fe19c3d|ami-1aee0a75966a|ami-b1280e48e6b4|ami-40b1ca2ea30d,ami-d61536e03631|ami-ec8d9b6df409|ami-61bc6b6c493d|ami-7394ff753a7a|ami-83895dd6703c|ami-b28c91d74336|ami-24063c04309d|ami-f52c0b110d05|ami-c7d657e2c2ba|ami-9d0364c5d591|ami-aa716601fe52|ami-f181840d821b|ami-47836cf4119a|ami-2a600c945175|ami-717c4c03f616|ami-b97970b26504|ami-c7188fe19c3d|ami-1aee0a75966a|ami-b1280e48e6b4|ami-40b1ca2ea30d,yes,no
qa-v1-017,Why does 'flipper' suggest seal as an animal?,answer,animal,explain_cue,seal,animal,answer,"The cue 'flipper' supports seal as animal because it appears in contexts involving seal as animal. Related cues include ocean, fish and zoo. Typical actions include swim, dive and rest.",,1.0000,ami-4567b3e8891f|ami-bbea61077dbd|ami-30e7e875f17b|ami-2f92c7b98bd1|ami-92f91ccbde44|ami-1a914185256b|ami-57b41b6bdf8e|ami-cad7de044683|ami-2294e124ff99,ami-1f1ff94cfad2|ami-a9451cb43d33|ami-eb83834a8e9c|ami-2f9b268d49e9|ami-7ac2039ed2d2,ami-4567b3e8891f|ami-bbea61077dbd|ami-30e7e875f17b|ami-2f92c7b98bd1|ami-92f91ccbde44|ami-1a914185256b|ami-57b41b6bdf8e|ami-cad7de044683|ami-2294e124ff99|ami-6ce79e7e08dc|ami-41dd9b2595e2|ami-8efee9477cb6|ami-ace75b64fab8|ami-741cac4fd679|ami-1ab87f4c94b7|ami-90dcb6dfaf1b|ami-1f1ff94cfad2|ami-a9451cb43d33|ami-eb83834a8e9c|ami-2f9b268d49e9|ami-7ac2039ed2d2,yes,no
qa-v1-018,Why does 'wax' suggest seal as a closure stamp?,answer,closure_stamp,explain_cue,seal,closure_stamp,answer,"The cue 'wax' supports seal as closure seal because it appears in contexts involving seal as closure seal. Related cues include envelope, document and stamp. Typical actions include press, break and stamp.",,1.0000,ami-3c20e16c4354|ami-3c3d37108734|ami-4b97678b5f91|ami-a4cb0f68f02d|ami-77120a84f918|ami-b18b39a57101|ami-5ec90e94fe85|ami-e4076a94ec41|ami-74123ac02599,ami-bcaeaf917668|ami-d2463f02d1d8|ami-ffdeefdefb61|ami-de88025be41e|ami-4de4cbb800f0,ami-3c20e16c4354|ami-3c3d37108734|ami-4b97678b5f91|ami-a4cb0f68f02d|ami-77120a84f918|ami-b18b39a57101|ami-5ec90e94fe85|ami-e4076a94ec41|ami-74123ac02599|ami-2cf2174423e7|ami-ef51dbeae6d3|ami-6a53b59b48df|ami-86340b22a7cf|ami-a6da609e94e0|ami-c9ff2d5d0ebf|ami-bcaeaf917668|ami-d2463f02d1d8|ami-ffdeefdefb61|ami-de88025be41e|ami-4de4cbb800f0,yes,no
qa-v1-019,Why does 'marsh' suggest crane as a bird?,answer,bird,explain_cue,crane,bird,answer,"The cue 'marsh' supports crane as crane bird because it appears in contexts involving crane as crane bird. Related cues include bird, wings and flew. Typical actions include wade, dance and migrate.",,1.0000,ami-a2175058a1aa|ami-5d71d2a91a85|ami-3fb431a8a342|ami-ee9ba8489152|ami-da79214ebe9f|ami-b5263fdaaaef|ami-27ac5775e936|ami-140862d73e39|ami-160a8ca7c9fc,ami-a4695848d6af|ami-41e5eed1bd02|ami-ea99b9178948|ami-4be246c07fe8|ami-fea8d09755a3,ami-a2175058a1aa|ami-5d71d2a91a85|ami-3fb431a8a342|ami-ee9ba8489152|ami-da79214ebe9f|ami-b5263fdaaaef|ami-27ac5775e936|ami-140862d73e39|ami-160a8ca7c9fc|ami-071b69398beb|ami-a96d5471bf8a|ami-e220f6529fa5|ami-85db669be146|ami-6661336011a4|ami-ec77e1ef8022|ami-a4695848d6af|ami-41e5eed1bd02|ami-ea99b9178948|ami-4be246c07fe8|ami-fea8d09755a3,yes,no
qa-v1-020,Why does 'hook' suggest crane as a machine?,answer,machine,explain_cue,crane,machine,answer,"The cue 'hook' supports crane as construction crane because it appears in contexts involving crane as construction crane. Related cues include construction, building and lifted. Typical actions include lift, lower and swing.",,1.0000,ami-03ba4186100a|ami-16d0c1744fa1|ami-fd00126fe924|ami-c93c76a0aea1|ami-1e10d02383e2|ami-371f669ca9a0|ami-55783e5d2b23|ami-785613391acc|ami-b8bc9523aaf8,ami-cc16433fdb5e|ami-fcbbbc1ac3b6|ami-3c589cefd7d5|ami-07405bbca362|ami-27dd826c7655,ami-03ba4186100a|ami-16d0c1744fa1|ami-fd00126fe924|ami-c93c76a0aea1|ami-1e10d02383e2|ami-371f669ca9a0|ami-55783e5d2b23|ami-785613391acc|ami-b8bc9523aaf8|ami-37ad56e2eeac|ami-e4dc98d65534|ami-a42522879344|ami-8ddd846b277d|ami-cc16433fdb5e|ami-fcbbbc1ac3b6|ami-3c589cefd7d5|ami-07405bbca362|ami-27dd826c7655,yes,no
qa-v1-021,Why does 'concert' suggest rock as music?,answer,music,explain_cue,rock,music,answer,"The cue 'concert' supports rock as rock music because it appears in contexts involving rock as rock music. Related cues include band, guitar and song. Typical actions include play and perform.",,1.0000,ami-6be456b798d8|ami-0a60f807af51|ami-6fc71ac2205f|ami-850cdfbd8626|ami-e21a72a414eb|ami-6b0d630b118b|ami-ff03dbae592a|ami-d68a2ec06bb6,ami-624d49f5bdba|ami-d6a5a198a2d6|ami-ccd22bed9ad5|ami-e18241d02fc9|ami-23cee73e6adf,ami-6be456b798d8|ami-0a60f807af51|ami-6fc71ac2205f|ami-850cdfbd8626|ami-e21a72a414eb|ami-6b0d630b118b|ami-ff03dbae592a|ami-d68a2ec06bb6|ami-e8e49a29b98a|ami-f08adc7e92d4|ami-009412d045ea|ami-624d49f5bdba|ami-d6a5a198a2d6|ami-ccd22bed9ad5|ami-e18241d02fc9|ami-23cee73e6adf,yes,no
qa-v1-022,Why does 'boulder' suggest rock as a stone?,answer,stone,explain_cue,rock,stone,answer,"The cue 'boulder' supports rock as rock stone because it appears in contexts involving rock as rock stone. Related cues include mountain, stone and river. Typical actions include climb and roll.",,1.0000,ami-5e67434596cd|ami-ad0126bd1d99|ami-4962e4764e87|ami-b1e1c44dd5e3|ami-43cab51ad5d7|ami-4a88bda52c66|ami-7bfad8c66622,ami-59aaac28b4a8|ami-1ac32bdba1b7|ami-0ef741ab9b50|ami-e8f26d1926ee,ami-5e67434596cd|ami-ad0126bd1d99|ami-4962e4764e87|ami-b1e1c44dd5e3|ami-43cab51ad5d7|ami-4a88bda52c66|ami-7bfad8c66622|ami-b200065f027b|ami-d55fa610393b|ami-cc310c21e185|ami-d89a03ca4bdf|ami-59aaac28b4a8|ami-1ac32bdba1b7|ami-0ef741ab9b50|ami-e8f26d1926ee,yes,no
qa-v1-023,Why does 'thaw' suggest spring as a season?,answer,season,explain_cue,spring,season,answer,"The cue 'thaw' supports spring as spring season because it appears in contexts involving spring as spring season. Related cues include flowers, april and warm. Typical actions include bloom and thaw.",,1.0000,ami-5a3679b75947|ami-aea00b499be7|ami-72b1a2137d9e|ami-22bb1e90eeac|ami-fd6b92729a74|ami-da0f258f8ac5|ami-cf0acf26ea51,ami-13a1529d77a6|ami-ec5e7f0acfd7|ami-5004eaca1a9a|ami-21428672a4ac,ami-5a3679b75947|ami-aea00b499be7|ami-72b1a2137d9e|ami-22bb1e90eeac|ami-fd6b92729a74|ami-da0f258f8ac5|ami-cf0acf26ea51|ami-2ff12b0b6f57|ami-cce06cbd88e4|ami-13a1529d77a6|ami-ec5e7f0acfd7|ami-5004eaca1a9a|ami-21428672a4ac,yes,no
qa-v1-024,Why does 'coil' suggest spring as a coil?,answer,coil,explain_cue,spring,coil,answer,"The cue 'coil' supports spring as spring coil because it appears in contexts involving spring as spring coil. Related cues include metal, compressed and mechanism. Typical actions include snap, compress and stretch.",,1.0000,ami-3014b29df683|ami-cd575dc9921f|ami-fde3e756add9|ami-82067649181d|ami-cd656adac2c4|ami-356e71ed2e41|ami-cb2d78d84ffc|ami-9cc4a2d80015,ami-d3cdec803e7a|ami-d9c9b2304a90|ami-13b72adb0a7c|ami-afe01f03327a|ami-9ecead12defb,ami-3014b29df683|ami-cd575dc9921f|ami-fde3e756add9|ami-82067649181d|ami-cd656adac2c4|ami-356e71ed2e41|ami-cb2d78d84ffc|ami-9cc4a2d80015|ami-a4a1df1df18d|ami-dfed1f32e139|ami-ebab525821bd|ami-be00ed5c46df|ami-8befde6bd846|ami-d3cdec803e7a|ami-d9c9b2304a90|ami-13b72adb0a7c|ami-afe01f03327a|ami-9ecead12defb,yes,no
qa-v1-025,"In 'she went to the bank to open an account', what does bank mean?",answer,financial_institution,classify_context,bank,financial_institution,answer,"Here, bank means financial bank because the context includes account.",,0.5000,,,ami-d1e84819f031,yes,no
qa-v1-026,"In 'he sat on the bank watching the river current', what does bank mean?",answer,river_edge,classify_context,bank,river_edge,answer,"Here, bank means river bank because the context includes river and current.",,0.6667,,,ami-d3728600c4ed,yes,no
qa-v1-027,"In 'the bat flew out of the cave at dusk', what does bat mean?",answer,animal,classify_context,bat,animal,answer,"Here, bat means animal because the context includes cave, flew and dusk.",,0.7500,,,ami-5b0b2604ca34|ami-020368d469cb,yes,no
qa-v1-028,"In 'the batter swung the bat at the pitcher', what does bat mean?",answer,sports_equipment,classify_context,bat,sports_equipment,answer,"Here, bat means sports bat because the context includes batter, swung and pitcher.",,0.7500,,,ami-d61536e03631|ami-61bc6b6c493d,yes,no
qa-v1-029,"In 'the seal dove below the ocean surface for fish', what does seal mean?",answer,animal,classify_context,seal,animal,answer,"Here, seal means animal because the context includes ocean and fish.",,0.6667,,,ami-4567b3e8891f|ami-30e7e875f17b,yes,no
qa-v1-030,"In 'the clerk pressed a wax seal onto the envelope', what does seal mean?",answer,closure_stamp,classify_context,seal,closure_stamp,answer,"Here, seal means closure seal because the context includes envelope, wax and clerk.",,0.7500,,,ami-3c20e16c4354|ami-3c3d37108734,yes,no
qa-v1-031,"In 'the crane waded through the marsh reeds at dawn', what does crane mean?",answer,bird,classify_context,crane,bird,answer,"Here, crane means crane bird because the context includes marsh, dawn and reeds.",,0.7500,,,ami-b5263fdaaaef,yes,no
qa-v1-032,"In 'the crane lifted steel beams at the construction site', what does crane mean?",answer,machine,classify_context,crane,machine,answer,"Here, crane means construction crane because the context includes construction, lifted, steel, site, construction site and steel beams.",,0.8571,,,ami-785613391acc|ami-b8bc9523aaf8,yes,no
qa-v1-033,"In 'the band played rock music at the concert on stage', what does rock mean?",answer,music,classify_context,rock,music,answer,"Here, rock means rock music because the context includes band, concert and stage.",,0.7500,,,ami-6be456b798d8|ami-0a60f807af51|ami-850cdfbd8626,yes,no
