id,source_suite,question,qa_decision,qa_intent,qa_answer,context_safe_for_answering,candidate_paths_count,blocked_paths_count,weak_links_count,source_facts_count,missing_hints_count,validation_passed,consistency_status,failure_reason,risk_flags
eqa-exp-v1-069,entity_qa_expansion_v1,What is Musk's source-qualified net worth estimate?,answer,source_fact_lookup,"According to Forbes as of 2026-06, Elon Musk's estimated net worth is US$1.1 trillion. This is a volatile source-qualified estimate and should be rechecked.",False,0,1,11,1,0,True,safe_policy_answer_supported,,weak_only_path|volatile_source_qualified
eqa-exp-v1-070,entity_qa_expansion_v1,What is Elon Musk's net worth estimate?,answer,source_fact_lookup,"According to Forbes as of 2026-06, Elon Musk's estimated net worth is US$1.1 trillion. This is a volatile source-qualified estimate and should be rechecked.",False,0,1,11,1,0,True,safe_policy_answer_supported,,weak_only_path|volatile_source_qualified
eqa-exp-v1-071,entity_qa_expansion_v1,"According to Forbes, what is Musk's estimated net worth?",answer,source_fact_lookup,"According to Forbes as of 2026-06, Elon Musk's estimated net worth is US$1.1 trillion. This is a volatile source-qualified estimate and should be rechecked.",False,0,2,15,1,0,True,safe_policy_answer_supported,,weak_only_path|volatile_source_qualified
eqa-exp-v1-072,entity_qa_expansion_v1,"According to Forbes, what is Elon Musk's estimated net worth?",answer,source_fact_lookup,"According to Forbes as of 2026-06, Elon Musk's estimated net worth is US$1.1 trillion. This is a volatile source-qualified estimate and should be rechecked.",False,0,2,15,1,0,True,safe_policy_answer_supported,,weak_only_path|volatile_source_qualified
eqa-exp-v1-073,entity_qa_expansion_v1,Is Elon Musk's net worth a stable fact?,answer,source_fact_lookup,"No, Elon Musk's net worth is not a stable fact. It is classified as volatile and source-qualified (source: Forbes, as of 2026-06). It requires rechecking.",False,0,1,11,1,0,True,safe_policy_answer_supported,,weak_only_path|volatile_source_qualified
eqa-exp-v1-074,entity_qa_expansion_v1,Is Musk's net worth volatile?,answer,source_fact_lookup,"No, Musk's net worth is not a stable fact. It is classified as volatile and source-qualified (source: Forbes, as of 2026-06). It requires rechecking.",False,0,1,11,1,0,True,safe_policy_answer_supported,,weak_only_path|volatile_source_qualified
eqa-exp-v1-075,entity_qa_expansion_v1,Is Elon Musk's net worth volatile?,answer,source_fact_lookup,"No, Elon Musk's net worth is not a stable fact. It is classified as volatile and source-qualified (source: Forbes, as of 2026-06). It requires rechecking.",False,0,1,11,1,0,True,safe_policy_answer_supported,,weak_only_path|volatile_source_qualified
eqa-exp-v1-076,entity_qa_expansion_v1,Why should Musk's net worth be rechecked?,answer,source_fact_lookup,Musk's net worth should be rechecked because it is a time-sensitive estimate from Forbes (as of 2026-06). Wealth figures change frequently and are source-dependent.,False,0,1,11,1,0,True,safe_policy_answer_supported,,weak_only_path|volatile_source_qualified
eqa-exp-v1-077,entity_qa_expansion_v1,Why should Elon Musk's net worth be rechecked?,answer,source_fact_lookup,Elon Musk's net worth should be rechecked because it is a time-sensitive estimate from Forbes (as of 2026-06). Wealth figures change frequently and are source-dependent.,False,0,1,11,1,0,True,safe_policy_answer_supported,,weak_only_path|volatile_source_qualified
eqa-exp-v1-078,entity_qa_expansion_v1,Does the overlay require rechecking Musk's net worth?,answer,source_fact_lookup,Musk's net worth should be rechecked because it is a time-sensitive estimate from Forbes (as of 2026-06). Wealth figures change frequently and are source-dependent.,False,0,1,11,1,0,True,safe_policy_answer_supported,,weak_only_path|volatile_source_qualified
eqa-exp-v1-079,entity_qa_expansion_v1,Does the overlay require rechecking Elon Musk's net worth?,answer,source_fact_lookup,Elon Musk's net worth should be rechecked because it is a time-sensitive estimate from Forbes (as of 2026-06). Wealth figures change frequently and are source-dependent.,False,0,1,11,1,0,True,safe_policy_answer_supported,,weak_only_path|volatile_source_qualified
eqa-exp-v1-080,entity_qa_expansion_v1,What is Elon Musk's favorite food?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for personal or unsupported information not present in the wiki overlay.,False,0,0,6,1,0,True,audit_supported_by_context,,private_or_sensitive|volatile_source_qualified
eqa-exp-v1-081,entity_qa_expansion_v1,Who is the current CEO of Tesla?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,0,13,0,1,True,audit_supported_by_context,,current_or_live
eqa-exp-v1-082,entity_qa_expansion_v1,Who is the current CEO of SpaceX?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,0,10,0,1,True,audit_supported_by_context,,current_or_live
eqa-exp-v1-083,entity_qa_expansion_v1,What is Tesla's current stock price?,audit,unknown_or_unsupported,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted source-qualified fact in the overlay.,False,0,0,13,0,0,True,audit_supported_by_context,,current_or_live
